account_age_months,avg_orders_per_month,avg_order_value,returns_rate,support_tickets_6m,reviews_submitted,website_visits_per_month,cart_abandonment_rate,loyalty_member,payment_failures_12m,device_type,discount_usage_rate,days_since_last_active,satisfaction_score,churn
26.0,5.01,10.0,0.08,1,1,17,0.258,1,0,2,0.082,39,9,0
30.0,4.67,122.5,0.103,3,0,12,0.736,0,2,3,0.0,1,5,0
17.0,2.65,102.54,0.0,3,5,1,0.483,0,1,2,0.0,32,7,0
23.0,2.04,33.05,0.01,4,2,1,0.478,0,2,1,0.652,93,6,1
23.0,1.84,71.29,0.093,2,0,7,0.619,0,2,1,0.774,1,8,0
34.0,2.38,126.3,0.044,1,1,6,0.792,1,0,1,0.0,77,7,0
11.0,0.2,92.51,0.008,2,5,21,0.517,0,1,3,0.38,56,8,0
23.0,1.08,149.0,0.075,4,3,7,0.145,0,2,2,0.377,1,9,0
47.0,4.72,71.0,0.03,0,1,18,0.343,1,1,3,0.439,56,5,0
38.0,3.6,52.07,0.102,2,5,10,0.988,0,1,2,0.295,42,7,0
40.0,6.27,37.16,0.179,3,6,13,0.895,0,0,2,0.653,30,10,0
24.0,2.4,75.83,0.076,0,5,1,1.0,1,0,1,0.375,106,3,0
28.0,2.28,107.76,0.066,3,4,22,0.587,0,1,1,0.606,36,7,0
36.0,2.18,78.47,0.186,3,8,3,0.404,0,2,2,0.389,35,7,1
43.0,2.36,62.46,0.159,0,7,15,0.581,0,0,1,0.126,59,10,0
1.0,1.68,118.98,0.164,2,3,1,0.483,0,1,3,0.447,110,6,1
8.0,3.54,93.51,0.0,6,6,18,0.929,0,1,2,0.0,42,8,0
40.0,3.06,71.03,0.064,6,5,1,0.548,0,1,3,0.599,2,5,0
21.0,1.98,48.17,0.054,4,1,2,1.0,0,0,2,0.396,1,4,1
16.0,5.5,66.09,0.034,6,8,5,0.732,0,1,1,0.228,59,8,0
9.0,6.79,91.55,0.184,2,8,6,0.881,1,2,3,0.098,28,8,0
17.0,5.33,47.69,0.057,4,7,6,0.277,0,1,2,0.403,1,4,0
7.0,4.12,31.82,0.0,2,5,10,1.0,0,0,2,0.079,1,9,0
49.0,4.52,58.19,0.12,4,6,2,0.596,0,2,3,0.047,47,9,0
24.0,6.71,73.28,0.099,8,2,10,0.546,0,0,3,0.0,1,5,1
23.0,4.52,122.72,0.026,5,6,18,0.403,0,0,1,0.118,87,3,0
31.0,1.83,34.4,0.181,1,0,2,0.334,1,1,2,0.311,24,3,1
36.0,3.78,82.94,0.142,7,2,7,0.673,0,1,2,0.755,1,10,1
35.0,4.25,65.28,0.142,3,0,13,0.394,1,3,1,0.038,1,7,0
37.0,1.01,67.02,0.139,4,4,1,0.854,1,0,2,1.0,108,3,1
16.0,2.43,128.88,0.187,1,6,1,0.537,0,1,1,0.479,21,3,0
20.0,5.2,77.84,0.088,4,8,11,0.566,1,2,2,0.151,1,7,0
33.0,0.0,43.03,0.001,3,2,6,0.389,1,1,1,0.441,85,9,0
18.0,0.5,106.11,0.083,5,4,9,0.736,0,0,2,0.395,22,5,1
24.0,2.65,103.53,0.0,0,3,10,0.528,1,0,1,0.089,41,8,0
29.0,3.71,39.96,0.015,5,8,1,0.461,1,1,1,0.242,13,9,0
33.0,0.28,33.25,0.23,0,4,18,0.414,1,3,1,0.596,9,3,1
3.0,2.75,89.37,0.012,0,9,7,0.797,0,3,2,0.327,1,7,0
33.0,5.31,73.85,0.006,0,7,8,0.617,0,1,3,0.199,24,7,0
21.0,3.14,58.53,0.154,3,5,7,0.526,1,0,2,0.353,61,10,0
32.0,4.88,111.97,0.169,5,1,11,0.808,0,2,2,0.739,1,5,0
33.0,1.82,54.27,0.0,2,0,13,0.645,0,1,2,0.076,1,8,0
43.0,1.38,89.75,0.12,6,3,1,0.618,0,0,2,0.383,21,1,1
40.0,4.7,116.11,0.056,0,3,13,0.479,0,0,2,0.013,43,9,0
40.0,3.74,63.13,0.126,0,0,1,0.74,0,4,2,0.0,33,9,0
41.0,0.63,10.98,0.076,4,6,5,0.749,0,0,1,0.45,1,4,1
27.0,1.4,60.89,0.0,6,4,2,0.657,0,1,3,0.593,18,1,1
24.0,6.13,81.62,0.061,2,5,5,0.619,1,2,1,0.756,1,3,0
34.0,1.15,110.11,0.15,7,8,6,0.976,0,1,1,0.521,103,9,1
33.0,4.87,56.76,0.255,4,1,7,0.431,1,0,2,0.28,1,8,0
20.0,2.04,135.31,0.131,3,0,1,0.534,0,2,2,0.017,1,9,0
29.0,2.99,29.54,0.069,1,1,8,0.428,0,1,2,0.42,31,2,0
24.0,3.59,80.75,0.006,0,8,11,0.635,0,1,3,0.336,52,7,0
14.0,0.0,66.63,0.087,1,3,7,0.402,1,0,2,0.241,1,7,0
39.0,0.07,122.15,0.07,7,2,5,0.538,1,1,3,0.356,1,3,1
25.0,3.17,23.42,0.124,3,1,2,0.768,1,2,1,0.27,4,8,0
49.0,1.55,89.9,0.095,1,3,1,0.388,1,1,3,0.646,4,9,0
4.0,4.99,66.45,0.138,0,1,11,0.768,1,1,1,0.059,34,6,0
17.0,0.0,128.52,0.071,4,2,10,0.373,1,0,1,0.615,70,3,0
24.0,4.13,46.0,0.237,0,6,5,0.636,1,2,2,0.149,1,6,1
38.0,0.25,89.54,0.147,3,11,1,0.681,1,1,2,0.774,39,4,1
29.0,2.3,45.66,0.043,1,0,7,0.811,1,1,3,0.406,33,6,0
28.0,0.87,81.58,0.18,1,1,5,0.781,0,0,1,0.869,65,5,1
10.0,6.8,62.07,0.008,4,1,16,0.428,1,1,2,0.184,89,7,0
10.0,0.32,61.52,0.032,0,8,15,0.653,1,0,1,0.229,36,8,0
28.0,2.76,10.0,0.036,2,5,3,0.441,0,1,2,0.417,1,9,0
8.0,0.0,89.51,0.206,0,2,12,0.718,0,0,3,0.714,35,6,1
18.0,6.2,37.12,0.086,2,1,1,0.808,0,0,2,0.869,1,7,0
30.0,3.8,35.92,0.05,3,8,16,0.591,1,0,2,0.228,1,5,0
12.0,3.27,20.57,0.113,4,3,9,0.605,0,1,2,0.45,75,5,1
43.0,5.95,38.04,0.143,5,3,20,0.584,1,1,1,0.326,7,8,0
39.0,3.29,92.52,0.227,4,0,4,0.494,0,3,1,0.0,1,3,1
5.0,3.44,90.79,0.0,1,5,15,0.467,0,2,2,0.414,35,7,0
13.0,3.26,98.23,0.201,0,3,17,0.795,1,1,2,0.314,17,10,0
1.0,4.13,39.06,0.0,5,3,5,0.551,1,2,2,0.869,1,5,0
15.0,2.02,82.52,0.173,0,3,1,0.627,0,0,2,0.18,11,6,0
33.0,2.57,53.46,0.193,0,6,13,0.72,1,1,2,0.497,1,10,0
19.0,4.62,108.42,0.197,8,0,2,0.644,0,3,2,0.562,1,5,1
30.0,3.55,89.91,0.146,2,0,6,0.463,1,0,2,0.271,17,8,0
6.0,2.77,52.02,0.015,3,9,3,0.588,1,2,2,0.346,7,6,0
34.0,0.2,111.42,0.16,3,0,19,0.721,0,1,2,0.316,66,3,1
17.0,6.0,92.76,0.015,2,1,8,0.67,0,0,2,0.554,134,9,0
24.0,1.68,26.45,0.025,1,7,10,0.33,1,0,3,0.444,59,5,0
23.0,4.97,16.5,0.063,0,3,8,0.31,0,2,2,0.085,6,8,0
9.0,3.35,27.83,0.071,9,3,3,0.456,0,3,2,0.192,57,3,1
10.0,0.41,132.72,0.119,0,8,12,0.538,0,2,3,0.356,79,1,0
36.0,5.5,39.46,0.044,1,1,14,0.464,0,1,1,0.675,82,9,0
29.0,3.51,140.66,0.126,0,1,4,0.251,1,0,3,0.278,1,6,0
37.0,5.67,37.64,0.0,4,5,9,0.329,1,1,2,0.053,16,8,0
28.0,2.64,33.91,0.103,1,3,14,0.525,0,1,2,0.687,12,5,0
26.0,4.41,105.8,0.078,1,6,1,0.932,1,0,2,0.628,96,9,0
3.0,0.0,107.39,0.181,4,1,7,1.0,1,0,2,0.448,1,5,1
21.0,2.0,94.45,0.189,8,4,13,0.724,1,0,2,0.207,1,4,1
24.0,0.45,98.66,0.086,0,3,2,0.566,0,0,2,0.855,40,6,0
47.0,2.25,46.94,0.0,0,2,9,0.607,0,1,3,0.594,110,8,0
32.0,3.94,104.16,0.0,2,0,5,0.617,0,0,2,0.16,84,9,0
42.0,1.79,83.4,0.19,5,2,4,0.656,0,2,2,0.584,98,3,1
31.0,4.73,62.22,0.089,1,1,4,0.573,0,2,1,0.042,19,8,0
15.0,1.29,78.31,0.24,4,7,1,0.508,1,0,2,0.36,53,2,1
25.0,4.77,112.12,0.172,0,5,1,0.941,1,0,2,0.774,1,5,0
27.0,5.62,88.71,0.12,9,4,2,0.353,0,0,1,0.461,31,7,1
13.0,5.03,10.0,0.11,4,2,10,0.784,0,1,3,0.427,17,5,0
19.0,2.31,106.19,0.008,1,0,2,0.244,1,2,2,0.325,77,6,0
22.0,0.0,103.51,0.049,0,4,5,0.687,0,1,3,0.092,67,9,0
43.0,4.16,61.73,0.133,3,7,1,0.271,1,0,1,0.476,1,4,0
1.0,2.75,79.09,0.072,4,0,9,0.974,0,2,3,0.14,15,6,1
38.0,1.04,78.95,0.137,0,4,18,0.45,0,0,2,0.559,1,10,0
13.0,1.89,10.0,0.182,2,2,11,0.629,0,3,2,0.257,81,3,1
8.0,5.87,60.94,0.086,4,3,6,0.789,0,2,1,0.094,64,8,0
38.0,0.73,62.3,0.065,3,3,10,0.383,0,1,2,0.377,32,8,0
33.0,3.94,69.44,0.028,4,4,15,0.62,0,0,3,0.156,62,8,0
39.0,3.44,56.6,0.167,6,3,14,0.542,0,3,3,0.0,1,5,1
34.0,2.29,98.2,0.16,0,1,15,0.799,1,2,2,0.0,1,8,0
49.0,4.29,46.68,0.275,3,0,9,0.806,1,0,1,0.0,49,3,1
31.0,6.26,106.85,0.114,0,4,19,0.67,1,2,1,0.277,65,9,0
22.0,2.41,96.55,0.092,2,5,6,0.332,0,0,2,0.528,1,5,0
28.0,2.51,122.61,0.137,6,3,17,0.5,1,1,1,0.232,4,6,0
39.0,4.24,135.68,0.077,2,3,12,0.582,0,2,2,0.157,15,9,0
15.0,4.84,135.92,0.029,0,7,4,0.852,1,1,3,0.0,31,4,0
16.0,2.74,33.5,0.107,4,8,1,0.322,1,2,1,0.109,27,5,1
20.0,2.39,87.05,0.137,2,6,9,0.547,1,2,3,0.186,1,5,1
1.0,0.0,49.88,0.142,3,4,1,0.86,0,3,3,0.0,35,7,1
26.0,1.44,189.81,0.136,8,3,9,0.557,1,0,2,0.251,4,3,1
1.0,0.72,96.49,0.185,0,0,2,0.599,1,3,2,0.532,81,8,1
25.0,4.37,124.57,0.142,0,0,13,0.231,1,0,3,0.044,81,6,0
34.0,2.51,90.24,0.122,3,7,1,0.508,0,2,3,0.0,1,5,1
18.0,2.43,10.0,0.0,6,3,19,0.711,0,0,1,0.0,92,4,1
44.0,2.98,47.58,0.12,0,13,10,0.44,1,3,2,0.0,54,8,0
6.0,1.26,51.0,0.086,1,1,1,0.25,1,2,1,0.189,91,3,1
38.0,6.11,61.35,0.01,2,4,13,0.408,0,1,3,0.245,1,6,0
32.0,5.6,87.58,0.14,2,6,1,0.853,0,1,2,0.249,23,7,0
3.0,6.24,92.55,0.141,4,1,12,0.673,0,2,3,0.651,63,4,0
57.0,4.37,10.0,0.134,2,2,3,0.778,1,1,3,0.102,52,6,1
23.0,2.94,66.71,0.144,4,2,22,0.72,0,3,1,0.0,28,5,1
13.0,6.23,57.99,0.11,0,2,8,1.0,1,0,2,0.238,54,7,0
7.0,1.64,123.34,0.08,2,4,1,0.804,0,1,3,0.326,65,10,0
21.0,1.26,95.73,0.242,2,3,7,0.593,1,2,3,0.264,38,4,1
22.0,1.8,68.59,0.112,5,0,2,0.549,1,0,3,0.881,61,2,1
25.0,4.05,82.83,0.0,10,3,17,0.697,1,2,2,0.601,10,5,0
20.0,1.48,15.95,0.0,5,4,10,0.843,1,1,3,0.826,76,9,1
32.0,2.69,98.15,0.196,0,3,5,0.434,0,1,3,0.359,47,5,0
19.0,0.0,61.16,0.0,4,8,11,0.69,1,0,2,0.02,1,5,0
1.0,3.96,46.74,0.056,2,4,13,0.638,1,1,3,0.484,96,8,0
22.0,0.0,121.0,0.003,1,3,13,0.663,0,0,2,0.429,25,8,0
1.0,1.14,84.58,0.076,0,6,1,0.539,1,3,2,0.091,62,10,0
28.0,5.43,51.71,0.131,0,10,16,0.714,0,0,2,0.114,50,8,0
12.0,5.36,53.85,0.047,0,3,1,0.862,0,3,3,0.652,32,3,0
26.0,3.75,87.81,0.035,0,6,15,0.673,1,0,2,0.23,39,5,0
40.0,3.55,85.09,0.158,4,9,4,0.243,1,0,3,0.668,23,2,1
13.0,1.94,76.03,0.311,1,2,6,0.412,1,0,1,0.0,67,5,1
37.0,1.45,32.88,0.143,3,0,6,0.945,1,0,3,0.51,1,6,1
19.0,2.28,38.06,0.027,0,4,9,0.361,0,2,2,0.433,109,10,0
45.0,0.0,48.81,0.17,4,7,16,0.349,0,0,3,0.387,45,6,1
20.0,3.5,68.13,0.24,0,2,16,0.483,0,1,1,0.203,18,8,1
14.0,3.1,73.55,0.185,0,6,9,0.447,0,0,1,0.258,7,8,0
32.0,1.13,69.4,0.0,7,0,13,0.603,0,2,3,0.397,57,2,1
19.0,6.14,71.0,0.142,3,2,7,0.693,0,3,1,0.308,92,3,1
14.0,4.21,140.84,0.063,1,3,6,0.683,0,0,2,0.415,109,6,0
18.0,4.38,104.72,0.104,1,3,13,0.504,1,1,2,0.384,1,6,0
23.0,2.03,116.59,0.07,1,0,14,0.494,1,0,2,0.514,123,7,0
40.0,3.0,91.25,0.159,3,2,4,0.535,1,0,2,0.032,70,7,1
1.0,4.25,77.53,0.072,0,0,18,0.849,1,0,1,0.002,1,6,0
24.0,3.31,89.35,0.213,0,5,16,0.511,1,0,2,0.64,8,7,0
31.0,6.2,82.9,0.1,2,3,1,0.673,0,1,2,0.474,56,7,0
26.0,2.59,103.28,0.082,0,6,3,0.575,0,2,3,0.412,65,9,0
40.0,1.99,40.87,0.146,0,3,4,0.491,0,0,3,0.0,1,7,0
23.0,4.27,100.37,0.129,5,0,6,0.764,0,1,2,0.686,76,2,1
22.0,0.47,80.85,0.148,3,4,1,0.48,1,1,2,0.421,149,6,1
31.0,4.85,11.75,0.089,3,1,7,0.647,1,1,2,0.425,44,9,0
25.0,0.4,78.0,0.207,0,6,9,0.729,1,1,1,0.995,1,7,1
19.0,4.28,29.28,0.179,6,2,18,0.687,1,2,2,1.0,41,9,1
30.0,1.7,56.28,0.099,5,9,14,0.665,0,1,1,0.438,18,3,1
16.0,3.95,69.43,0.166,0,0,22,0.611,0,0,2,0.0,1,7,0
17.0,4.81,22.25,0.079,2,4,1,0.623,0,1,1,0.224,1,6,0
18.0,3.31,73.12,0.146,1,5,9,0.595,0,2,2,0.208,1,4,0
40.0,0.6,77.4,0.166,2,2,7,0.498,1,0,3,0.268,1,1,1
1.0,1.21,101.43,0.12,5,0,7,0.481,0,1,1,0.51,36,6,1
29.0,1.54,59.12,0.034,1,2,5,0.597,0,0,3,0.397,87,6,1
24.0,0.0,84.61,0.005,5,0,5,0.633,1,1,3,0.489,62,3,1
4.0,5.25,71.66,0.123,0,1,6,0.652,0,0,1,0.54,104,6,0
28.0,3.22,60.36,0.042,0,2,12,0.718,1,1,2,0.464,1,6,0
30.0,0.73,16.53,0.184,1,6,10,0.372,0,0,1,0.614,98,7,1
31.0,5.91,71.09,0.0,0,4,4,0.671,0,0,2,0.763,1,6,0
1.0,1.6,101.06,0.205,2,2,14,0.663,0,0,1,0.174,44,3,1
40.0,3.5,42.32,0.104,2,2,1,0.666,0,2,3,0.327,1,8,0
15.0,1.35,67.38,0.032,3,1,13,0.685,1,2,2,0.124,3,8,0
32.0,0.0,72.53,0.064,5,6,11,0.451,0,1,3,0.369,53,1,1
33.0,0.27,113.59,0.084,4,0,2,0.643,1,1,2,0.371,16,7,0
13.0,2.1,76.05,0.139,0,0,9,0.647,0,1,3,0.284,1,5,1
32.0,4.8,85.08,0.002,2,0,2,0.262,0,0,3,0.0,1,7,0
19.0,3.69,74.7,0.023,0,5,11,0.883,1,0,2,0.094,63,9,0
1.0,3.28,57.77,0.074,4,8,1,0.423,1,2,2,0.271,1,5,0
38.0,0.0,35.29,0.098,6,5,11,0.646,0,0,1,0.15,96,4,1
15.0,5.54,65.02,0.157,5,5,1,0.178,1,0,3,0.038,65,5,1
14.0,3.45,88.77,0.122,8,1,11,0.817,1,1,2,0.237,32,6,1
19.0,2.76,79.31,0.069,4,4,1,0.48,1,0,2,0.926,11,4,0
27.0,5.26,126.78,0.119,5,1,9,0.517,0,2,1,0.298,56,10,0
23.0,5.49,108.1,0.113,0,1,14,0.402,1,2,3,0.022,4,6,0
31.0,5.31,118.42,0.08,2,3,1,0.501,1,1,3,0.582,1,7,0
8.0,2.51,10.0,0.109,4,3,1,0.625,0,1,1,0.0,19,5,1
15.0,0.99,130.28,0.0,3,8,1,0.911,0,0,1,0.441,23,7,0
23.0,4.98,84.34,0.175,0,6,5,0.776,0,2,1,0.106,4,9,0
47.0,0.27,89.31,0.144,0,3,1,0.769,0,0,2,0.73,55,8,0
23.0,6.89,106.36,0.22,0,8,1,0.361,0,0,1,0.668,1,4,0
37.0,3.06,75.75,0.035,3,10,1,0.645,1,1,1,0.41,1,9,0
24.0,0.88,37.54,0.146,0,3,15,0.515,0,0,1,0.569,1,6,1
18.0,0.54,125.66,0.0,4,4,17,0.379,0,0,1,0.193,1,8,0
21.0,0.44,48.11,0.0,4,0,1,0.472,0,1,2,0.781,19,7,1
22.0,3.28,40.5,0.081,3,3,11,0.604,1,1,2,0.751,61,5,0
31.0,2.99,66.8,0.054,3,1,11,0.525,1,0,3,0.267,107,10,0
40.0,0.53,61.49,0.184,5,0,2,0.662,0,0,1,0.097,108,6,1
28.0,2.29,75.13,0.194,5,6,22,0.35,0,0,1,0.0,48,5,1
38.0,0.26,71.56,0.203,0,3,7,1.0,0,3,3,0.43,58,3,1
12.0,4.18,122.15,0.148,4,0,8,0.644,1,0,2,0.057,29,8,0
19.0,2.89,91.08,0.151,3,0,1,0.504,0,1,2,0.528,1,6,0
15.0,2.24,44.98,0.0,3,1,11,0.536,0,1,2,0.403,12,7,0
28.0,0.42,49.78,0.212,3,1,1,0.312,1,0,2,0.0,1,3,1
20.0,2.4,61.41,0.2,1,3,9,0.292,0,0,1,0.529,1,4,0
33.0,2.17,61.55,0.0,0,0,5,0.562,0,0,3,0.046,49,8,0
13.0,3.64,56.98,0.137,0,4,4,0.643,1,1,3,0.278,51,9,0
25.0,3.33,36.44,0.056,0,5,4,0.342,0,4,1,0.554,1,9,0
32.0,4.58,85.16,0.248,0,0,16,0.42,1,4,2,0.791,61,9,0
1.0,2.03,59.05,0.022,5,0,14,0.625,0,1,2,0.587,8,3,1
49.0,0.0,41.69,0.107,0,6,13,0.388,0,1,2,0.401,1,9,0
21.0,4.98,91.99,0.115,3,3,8,0.78,0,1,2,0.134,42,10,0
1.0,1.13,104.67,0.096,2,5,2,0.66,1,0,3,0.421,30,2,1
26.0,0.79,66.4,0.272,6,3,4,0.511,0,0,2,0.546,70,2,1
24.0,2.91,137.35,0.235,2,3,4,0.629,1,0,2,0.154,64,2,1
23.0,3.6,152.54,0.0,0,6,10,0.431,0,0,2,0.076,1,5,0
36.0,1.94,92.39,0.139,6,6,10,0.432,0,1,2,0.084,50,2,1
33.0,1.92,58.59,0.099,1,4,8,0.892,0,0,2,0.271,1,6,0
28.0,2.22,84.41,0.167,3,4,14,0.933,1,0,2,0.358,44,10,0
29.0,5.83,32.14,0.117,3,2,6,0.514,0,0,2,0.28,34,8,0
23.0,2.99,44.48,0.035,0,5,11,0.602,0,0,3,0.346,28,8,0
45.0,1.06,16.11,0.017,5,8,1,0.515,1,0,3,0.0,1,7,1
6.0,1.08,53.0,0.068,6,6,20,0.826,1,0,2,0.209,58,1,1
26.0,2.5,31.86,0.09,0,0,14,0.989,0,0,2,0.299,113,2,1
25.0,3.48,96.84,0.116,2,4,3,0.482,0,4,2,0.193,18,9,0
34.0,3.97,48.78,0.054,6,5,13,0.352,0,1,3,0.288,34,4,1
14.0,3.25,84.68,0.236,0,6,13,0.781,1,2,2,0.0,70,6,1
3.0,1.32,101.18,0.143,4,7,1,0.741,0,1,3,0.088,1,4,1
26.0,2.15,116.0,0.17,0,4,14,0.856,0,0,2,0.0,56,4,0
27.0,4.47,62.63,0.089,1,0,2,0.643,0,2,3,0.111,35,7,0
42.0,0.71,85.87,0.017,1,3,12,0.188,1,0,2,0.535,83,10,0
9.0,2.07,86.99,0.171,0,1,19,0.362,0,0,1,0.166,71,10,0
38.0,4.19,119.52,0.021,0,0,10,0.965,0,1,3,0.441,31,8,0
52.0,4.75,102.42,0.0,2,7,26,0.589,0,1,1,0.121,41,8,0
19.0,2.61,120.62,0.145,6,2,13,0.426,1,2,1,0.877,14,6,0
9.0,2.18,16.74,0.04,3,9,7,0.22,1,1,2,0.414,24,6,0
19.0,0.36,51.75,0.073,0,2,7,0.696,1,0,1,0.964,92,6,0
24.0,4.05,111.11,0.156,3,1,10,0.613,0,1,2,0.34,89,9,0
31.0,5.64,95.32,0.026,2,5,8,0.354,1,2,2,0.391,1,6,0
17.0,8.13,70.62,0.0,0,3,1,0.413,0,1,2,0.399,84,6,0
43.0,3.77,58.41,0.198,1,4,6,0.441,0,1,3,0.0,1,7,0
11.0,2.9,102.6,0.095,3,1,3,0.69,1,0,2,0.575,18,5,0
3.0,1.16,10.0,0.201,0,1,13,0.939,0,2,2,0.549,92,5,1
37.0,0.0,102.73,0.15,0,2,4,0.53,1,3,3,0.723,71,4,1
1.0,3.35,78.17,0.152,0,0,11,0.927,1,1,3,0.264,1,7,0
22.0,7.7,57.89,0.113,0,6,9,0.597,0,1,2,0.353,55,9,0
61.0,5.54,92.59,0.113,3,4,6,0.436,0,1,3,0.324,29,8,0
24.0,5.23,61.49,0.191,2,3,4,0.877,1,1,1,0.568,85,4,0
11.0,3.49,76.02,0.165,4,5,9,0.695,0,0,2,0.0,67,6,1
23.0,3.72,73.38,0.053,0,4,8,0.869,1,0,2,0.036,73,9,0
23.0,0.0,101.06,0.139,1,10,3,0.675,1,1,2,0.625,15,9,0
26.0,4.53,80.57,0.05,2,4,6,1.0,0,0,2,0.312,56,3,0
32.0,1.84,10.0,0.075,0,0,6,0.655,1,2,2,0.0,1,9,0
12.0,1.6,26.28,0.145,0,2,11,0.703,1,0,3,0.228,7,4,1
44.0,2.35,37.05,0.049,2,0,8,0.456,0,3,3,0.313,1,5,0
27.0,2.29,90.98,0.112,3,4,9,0.791,1,1,1,0.283,8,8,0
33.0,1.56,94.49,0.13,3,2,9,0.573,1,0,1,0.289,71,8,0
16.0,3.03,133.46,0.073,0,5,6,0.74,0,0,3,0.468,57,5,0
39.0,1.88,39.49,0.158,0,1,5,0.889,0,2,2,0.098,82,8,1
21.0,3.2,120.82,0.065,0,4,16,0.613,0,1,1,0.449,33,5,0
27.0,0.03,10.0,0.175,2,1,3,0.739,1,0,2,0.327,1,4,1
13.0,2.57,75.62,0.11,1,2,18,0.882,0,4,2,0.0,42,9,0
12.0,0.81,83.58,0.114,0,4,18,0.402,0,1,2,0.141,106,5,1
32.0,1.72,83.46,0.028,12,4,4,0.629,0,1,2,0.446,46,5,1
19.0,3.29,64.16,0.081,0,7,11,0.275,1,0,2,0.235,74,4,0
14.0,0.0,79.13,0.116,2,6,11,0.572,0,2,1,0.287,76,4,1
16.0,1.36,31.77,0.182,3,6,13,0.788,0,1,2,0.33,1,2,1
32.0,4.14,105.28,0.074,3,4,11,0.233,1,0,3,0.34,2,7,0
16.0,0.17,83.74,0.182,4,2,2,0.429,0,2,3,0.657,47,7,1
23.0,6.56,87.68,0.04,3,5,17,0.348,1,0,2,0.627,64,10,0
24.0,5.41,65.23,0.127,1,7,18,0.769,0,0,3,0.0,1,6,0
1.0,2.01,63.52,0.059,2,7,5,0.7,0,2,1,0.436,17,7,0
6.0,1.43,93.37,0.224,0,3,4,0.833,0,1,2,0.421,66,5,1
28.0,3.4,130.65,0.209,0,2,1,0.791,0,0,2,0.225,1,8,0
15.0,0.11,26.22,0.123,0,5,11,0.493,1,3,3,0.0,22,6,1
37.0,0.0,24.46,0.057,4,0,7,0.571,1,2,3,0.346,1,3,1
36.0,2.08,84.32,0.0,5,8,1,0.525,0,0,3,0.119,67,10,0
33.0,2.73,63.37,0.13,0,7,9,0.889,0,0,2,0.0,1,5,0
46.0,3.19,79.34,0.117,2,2,3,0.708,0,0,3,1.0,20,5,0
23.0,1.77,74.17,0.169,7,2,11,0.795,0,1,2,0.217,70,6,1
32.0,5.55,96.77,0.0,5,9,4,0.747,0,2,1,0.0,1,6,0
17.0,0.01,64.98,0.111,5,0,3,0.501,1,2,2,0.089,1,6,1
53.0,0.72,32.71,0.134,3,2,9,0.418,0,0,2,0.409,130,5,1
48.0,3.97,47.36,0.028,0,8,6,0.699,0,1,1,0.168,12,10,0
24.0,0.68,69.38,0.109,0,0,1,0.895,0,1,2,0.531,99,7,1
29.0,0.6,31.08,0.042,3,3,15,0.666,1,2,1,0.845,116,8,1
40.0,3.25,73.71,0.034,3,2,6,0.363,0,2,3,0.681,36,8,0
22.0,0.89,77.13,0.058,0,9,13,0.713,1,2,3,0.576,1,9,0
16.0,2.73,62.48,0.079,6,1,10,0.496,1,1,2,0.027,1,7,1
34.0,1.6,82.32,0.199,6,0,1,0.25,0,3,3,0.555,25,6,1
25.0,1.28,18.5,0.074,4,4,11,0.923,0,0,3,0.536,1,7,1
26.0,0.0,41.64,0.032,7,1,6,0.435,0,3,3,0.333,44,3,1
14.0,3.28,35.01,0.165,4,5,7,0.858,1,2,2,0.0,26,5,1
3.0,0.51,105.79,0.182,3,4,21,0.876,0,0,2,0.004,49,6,1
27.0,2.66,155.72,0.166,2,0,11,0.682,0,0,2,0.389,76,4,0
35.0,1.98,44.17,0.21,1,9,7,0.43,1,0,2,0.107,90,10,0
21.0,2.59,66.77,0.115,2,1,5,0.836,1,0,1,0.179,37,6,0
41.0,2.7,50.73,0.112,0,1,20,0.439,0,0,1,0.221,17,7,0
16.0,3.39,82.74,0.044,2,5,8,0.591,0,0,3,0.222,1,8,0
11.0,1.54,53.71,0.212,0,8,14,0.552,1,0,3,0.452,6,8,0
23.0,5.49,84.9,0.093,0,0,10,0.523,1,0,2,0.303,72,8,0
23.0,0.0,98.28,0.076,6,2,9,0.649,0,1,1,0.223,19,7,1
33.0,2.55,32.17,0.069,6,6,14,0.264,0,3,2,0.111,25,8,1
15.0,4.67,84.5,0.151,0,1,9,0.463,1,2,2,0.055,35,3,0
40.0,3.95,12.21,0.107,5,3,8,0.419,1,0,2,0.282,33,5,1
48.0,1.05,66.02,0.115,0,2,11,0.71,1,0,1,0.09,80,6,0
24.0,1.38,63.67,0.074,0,4,1,0.741,1,1,2,0.375,56,7,0
39.0,0.99,66.98,0.084,6,0,11,0.56,0,2,2,0.096,19,3,1
11.0,4.2,64.08,0.088,0,4,9,0.723,0,1,3,0.442,53,7,0
37.0,1.52,57.68,0.214,0,4,5,0.587,1,1,2,0.195,18,9,1
37.0,3.51,65.7,0.0,0,5,10,0.542,0,1,3,0.192,1,7,0
34.0,3.53,83.33,0.136,0,1,4,0.665,0,0,2,0.106,1,9,0
24.0,7.74,84.32,0.187,1,7,3,0.643,0,0,3,0.086,1,8,0
1.0,3.63,79.03,0.0,0,0,15,0.388,1,1,1,0.337,1,6,0
16.0,1.38,54.92,0.094,3,1,13,0.787,0,1,2,0.555,16,1,1
16.0,0.08,112.81,0.179,8,10,13,0.313,0,0,1,0.816,32,7,1
12.0,2.45,128.39,0.04,3,3,16,0.338,0,0,1,0.324,31,3,0
